source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
LRR1	0.714666663875157	0.301615922375156	-1.2151799007286	0.0455588204548423	-1.929846564603757	LRR1	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GXYLT2	0.665158269467035	0.359644495470918	-1.26575043562548	0.0364113813600623	-1.930908705092515	GXYLT2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ARSI	0.849566331774445	0.158628008268246	-1.09006174494501	0.0493080415525956	-1.9396280767194551	ARSI	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
THBS1	0.718176156626578	0.266775245322645	-1.26952549689148	0.021951203653835	-1.9877016535180578	THBS1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
FMOD	0.432331561585002	0.691088575672751	-1.56000405161541	0.0411338622322867	-1.992335613200412	FMOD	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DNAH12	1.94221254793673	0.0071236044432306	-0.0695810139418654	0.955443846719858	-2.0117935618785956	DNAH12	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM48371	1.5871467341099	0.0228279701779345	-0.424961018331014	0.585016017385616	-2.012107752440914	GM48371	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
DAPL1	0.270890821976967	0.838259817195377	-1.75920617713464	0.0339790058839688	-2.030096999111607	DAPL1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM5447	0.167241106894153	0.906900664725939	-1.87946753036377	0.0398745180503777	-2.046708637257923	GM5447	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
WNT10B	0.829863546102329	0.166385473902775	-1.23213167294506	0.0161534275663315	-2.061995219047389	WNT10B	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
VWA5B1	2.14247277730335	0.0124894360702167	0.0512597645932584	0.972484058497277	-2.0912130127100914	VWA5B1	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
HOXA11OS	1.39290396709522	0.0106622021886195	-0.714613311039799	0.23875487261147	-2.1075172781350187	HOXA11OS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MATN3	-0.807876911221988	0.614167157189874	-2.94386856928733	0.00555139205211696	-2.135991658065342	MATN3	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
IGKV14-100	6.88675337071533	0.0372203203124119	4.74999961846892	0.156899517408023	-2.1367537522464097	IGKV14-100	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM5834	2.37227675206498	0.0171861527286502	0.224626939452435	0.866217473051683	-2.1476498126125447	GM5834	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM47823	2.06635789036444	0.0462460261579879	-0.0855922782490156	0.955443846719858	-2.1519501686134554	GM47823	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
DSP	0.36467928641758	0.729398044864672	-1.8164207663671	0.00676747371644427	-2.18110005278468	DSP	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
C1QTNF3	0.427224943728554	0.727706654417858	-1.75587995746388	0.0320968837795194	-2.1831049011924337	C1QTNF3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM20646	0.369561826023638	0.780154587842479	-1.8236073080201	0.0349492792102126	-2.193169134043738	GM20646	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
PANTR2	0.372663842423863	0.750509669959201	-1.84164010085886	0.016802797147221	-2.214303943282723	PANTR2	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
TNN	0.476975521126697	0.608551337518541	-1.73784721801416	0.00754876088553201	-2.214822739140857	TNN	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PRR33	0.333106062750738	0.808617957046581	-1.89233432689428	0.0313268053587299	-2.225440389645018	PRR33	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM43367	3.40099479658572	0.00280999827793881	1.14640182895172	0.304113117765168	-2.254592967634	GM43367	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
HOXA11	1.58901901125201	0.0139698469811673	-0.705021702759962	0.353987042593397	-2.294040714011972	HOXA11	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM50223	4.09337067023173	2.70036605316684e-05	1.77228295942418	0.0226630444256114	-2.32108771080755	GM50223	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
COL2A1	-0.350193802203769	0.833839428362259	-2.71167214711301	0.00771596506727775	-2.3614783449092407	COL2A1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
UCMA	-0.48730865088603	0.757729100791025	-2.90640518932883	0.00258625510591909	-2.4190965384428	UCMA	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SP7	0.361993428266023	0.818547906025669	-2.21004770761286	0.0300405014616082	-2.5720411358788833	SP7	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IRX5	1.50455918441263	0.0316186023098988	-1.08803991064696	0.152923221820108	-2.5925990950595903	IRX5	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
EN2	1.99023310309933	0.0323170230704769	-0.673981036505531	0.447589083743872	-2.6642141396048613	EN2	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CMYA5	0.288604359342825	0.875638414463674	-2.4684286706895	0.0265568603184589	-2.757033030032325	CMYA5	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM42705	1.37155762440368	0.00943921322647211	-1.4376585952347	0.00347099307651666	-2.80921621963838	GM42705	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SYPL2	0.215707549414992	0.91989803386925	-2.60205250253941	0.0447241837231592	-2.817760051954402	SYPL2	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
COL9A1	-0.457854844788175	0.73839516516843	-3.28842260763417	9.48096542632561e-05	-2.8305677628459947	COL9A1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PYGM	0.39422790426952	0.832330225626248	-2.51941161392556	0.0327302953463272	-2.91363951819508	PYGM	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MATN1	0.59679324329951	0.631384452909046	-2.32137549211444	0.00383819852049162	-2.91816873541395	MATN1	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SERPINA1B	0.339500190576606	0.828650608502088	-2.6189143653636	0.00451019014085427	-2.958414555940206	SERPINA1B	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CHAD	0.427920292279731	0.633786359720568	-2.55880265004778	1.0531893970177e-05	-2.986722942327511	CHAD	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SPEER1J	6.51299001845591	5.16036381726118e-09	3.51690162059364	0.000408218913791135	-2.99608839786227	SPEER1J	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM37759	0.257817907619126	0.89737983202704	-2.77363099308231	0.0188592921686786	-3.031448900701436	GM37759	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
