source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
TRBV13-2	1.39165989451568	0.0117861270696138	0.986843745512471	0.10298281880109	-0.40481614900320895	TRBV13-2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM49205	-0.18132258991546	0.406564269163112	-0.586593295806315	0.000265628473371117	-0.405270705890855	GM49205	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
HPGD	-0.231766609129206	0.354798612736351	-0.637450886538662	0.00105096708255384	-0.405684277409456	HPGD	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CYP27A1	-0.174635350321431	0.671501499374064	-0.581295021065793	0.0465723758383115	-0.40665967074436205	CYP27A1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM16838	-0.320013900027793	0.514982919045634	-0.727465882382168	0.0354285573988381	-0.407451982354375	GM16838	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM56768	0.384290526310555	0.034637285869798	-0.0247708589397791	0.93144169604958	-0.4090613852503341	GM56768	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GSTA3	-0.516425494394651	0.323398251647639	-0.925807261431926	0.0242440005276708	-0.409381767037275	GSTA3	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
IL17RE	-1.01063903662809	0.000413513639518383	-1.42212167901566	9.08598404626675e-08	-0.41148264238756993	IL17RE	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TMEM91	-0.312803998105349	0.362241324027038	-0.724713014815469	0.00821557309402839	-0.41190901671012004	TMEM91	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM47080	1.48490351628191	0.000316319273182349	1.07224541527242	0.0168084606080579	-0.4126581010094901	GM47080	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
1700096J18RIK	0.507359607009575	0.0391133082574271	0.0945497461438101	0.794625439095479	-0.41280986086576493	1700096J18RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
FLRT2	0.0403879143389228	0.897151658993278	-0.372630778263285	0.0469014970100168	-0.4130186926022078	FLRT2	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
9230112J17RIK	-0.263014386879825	0.139174384054927	-0.676208198442521	6.97442936969418e-06	-0.413193811562696	9230112J17RIK	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
XDH	1.1386577897357	3.90192194393025e-05	0.725305294690434	0.014457070267837	-0.41335249504526594	XDH	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM49969	-0.0417384035757406	0.878533181505778	-0.45551006503749	0.00300313752865078	-0.4137716614617494	GM49969	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
DNAAF1	0.353590492772042	0.0472596469066159	-0.0608540181900971	0.817723525967208	-0.41444451096213913	DNAAF1	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SLC5A6	-0.0793960749670618	0.720147494527411	-0.494360618549695	0.000426595223263441	-0.4149645435826332	SLC5A6	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
LINCRED1	1.44550138307976	0.00845332238729282	1.02840103565103	0.0440971133588513	-0.41710034742873003	LINCRED1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IRX3OS	0.398483665443634	0.0319573096330888	-0.0200237622007164	0.947369637566106	-0.4185074276443504	IRX3OS	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
CDT1	1.23423361161926	3.89983250288621e-13	0.815641506227096	2.88151373698164e-06	-0.41859210539216407	CDT1	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ELF5	-0.131911142998262	0.615260730565404	-0.551022449301515	0.00208605536510258	-0.419111306303253	ELF5	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM33280	-0.27479395396616	0.442297496753067	-0.694396683184976	0.0118585091687263	-0.41960272921881603	GM33280	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
ADGRV1	0.00320239900639468	0.992289036231173	-0.4168915185159	0.0121388927430463	-0.4200939175222947	ADGRV1	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
HSPB2	0.0353387624460791	0.889638478161351	-0.385182929544735	0.00865004524633023	-0.4205216919908141	HSPB2	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
6330549D23RIK	0.219260823372393	0.00459861857408882	-0.201665027746345	0.784121144305905	-0.42092585111873804	6330549D23RIK	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
LMO4	0.29920313508607	0.0234122449857854	-0.121731193436452	0.450102752757589	-0.420934328522522	LMO4	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TRIM47	0.897435286973406	8.82663837032695e-10	0.475799764142935	0.00253602052621891	-0.421635522830471	TRIM47	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM47467	-0.172903062254467	0.51432475609564	-0.594598474450527	0.00123982244929047	-0.42169541219606005	GM47467	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM15199	3.54214303656809	0.00146205855684393	3.12013242534081	0.00017522154295887	-0.4220106112272801	GM15199	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
TMEM95	1.41113289266682	1.82274804981936e-09	0.988767842792719	2.2286478078114e-05	-0.42236504987410106	TMEM95	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KRT6A	9.66604379647563	2.37834005533585e-21	9.24116841758154	1.27413942044649e-19	-0.4248753788940913	KRT6A	negative	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
JCAD	0.448092703618645	0.0147113203730999	0.022872956345453	0.938989755632807	-0.425219747273192	JCAD	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MOG	1.38628303639216	9.25582615828696e-05	0.960768331109546	0.00894842086773258	-0.42551470528261415	MOG	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM36355	-0.123032232091028	0.723703076275271	-0.548861110375115	0.0156559089813472	-0.425828878284087	GM36355	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM57251	0.722834053414031	1.2774435688879e-05	0.295595421362547	0.128110065806352	-0.42723863205148394	GM57251	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
4930528D03RIK	1.78400645505602	7.56568419373139e-07	1.35535424260647	9.91417121186131e-05	-0.42865221244955	4930528D03RIK	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
IFITM3	0.723700827607586	1.18461261785629e-05	0.294891697628047	0.128154028615818	-0.428809129979539	IFITM3	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PGF	-0.335062126865825	0.0048269909266965	-0.763930518826995	6.55008073769004e-13	-0.42886839196117005	PGF	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
C230057A21RIK	-0.93110597011073	0.0660940606670741	-1.3600507290882	0.00370967926687192	-0.42894475897747	C230057A21RIK	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IFITM2	0.441714665118271	0.00271690107306842	0.012661783986628	0.959898066953499	-0.429052881131643	IFITM2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SPATA31D1E	2.18222896264133	2.76320159044551e-08	1.75267292705571	5.4409193120427e-06	-0.42955603558562006	SPATA31D1E	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
C5AR1	1.1060435428542	2.39524237140743e-06	0.675967096495466	0.00663268719149969	-0.4300764463587339	C5AR1	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM28438	-0.00375090417067939	0.98292291527879	-0.434529406587538	2.21577012889487e-07	-0.4307785024168586	GM28438	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MT-RNR2	0.0305933757031537	0.887128274537029	-0.400476283878628	0.00094255803655425	-0.4310696595817817	MT-RNR2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ADCY4	0.719518667326754	0.00228401425033444	0.288103574600522	0.316339931844445	-0.43141509272623196	ADCY4	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MCM3	0.53456035438168	0.0287343736099802	0.103044344868312	0.769898494849489	-0.43151600951336805	MCM3	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM45717	0.440707080050027	0.00297164012527918	0.00898901014585888	0.971891774216733	-0.4317180699041681	GM45717	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM32282	0.000741783007376568	0.998341328682692	-0.431229677774556	0.0186683554730923	-0.4319714607819326	GM32282	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
RAB29	0.304088390724986	0.0279873586268395	-0.128529815938297	0.438055947113082	-0.432618206663283	RAB29	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
AW011738	0.0435743028330546	0.794793708352487	-0.389211915349104	7.722067480126e-05	-0.43278621818215857	AW011738	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MMP19	0.539083692697781	0.000720941669355616	0.10571506288588	0.640352519653095	-0.433368629811901	MMP19	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SOD3	0.314901362659186	0.00501952422950962	-0.118613188836727	0.391758461262304	-0.433514551495913	SOD3	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CITED2	1.14336522603794	1.64293287295702e-21	0.709016238597918	9.90964041731023e-09	-0.43434898744002215	CITED2	negative	True	True	True	True	True	False	False	True	False	True	True	False	WT-only bend-point	True	False	False	True	False	WT-only source-constrained bend-point
PTGIS	-0.17332757712557	0.348859513735812	-0.607869813893288	1.31181973745616e-05	-0.43454223676771797	PTGIS	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IGFBP4	0.34635126543373	0.00633892516638914	-0.0881988275718263	0.6115679540601	-0.4345500930055563	IGFBP4	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TGFBR2	0.399923551902716	0.00706534260512788	-0.0351950577638664	0.88478011063013	-0.4351186096665824	TGFBR2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CRIM1	-0.00950841446303444	0.970075887205272	-0.444799169899134	0.00110997137066597	-0.4352907554360995	CRIM1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM16090	1.06547253015678	0.000458917957627421	0.627531959741996	0.0549648310837892	-0.43794057041478396	GM16090	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
HS3ST3A1	-0.366182208907686	0.213117959801327	-0.805176930702424	0.000771866474092343	-0.43899472179473803	HS3ST3A1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GAREM2	0.984045557753823	0.00126887501447948	0.54271291413083	0.100757089550344	-0.44133264362299296	GAREM2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
AFAP1L1	-0.0271159850675897	0.935713878078645	-0.468951106835397	0.0140578263159214	-0.44183512176780726	AFAP1L1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM44250	-0.000710121327547467	0.998034831636384	-0.443955102810035	0.000468321151771123	-0.44324498148248753	GM44250	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM26740	-0.043550294226533	0.885535167575473	-0.487190399137521	0.00342380191186214	-0.443640104910988	GM26740	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM9989	0.0787992452309301	0.752877865686673	-0.366096276895635	0.0265276201664952	-0.44489552212656513	GM9989	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MRAP2	-0.362119151014223	0.18095534654659	-0.807334996378531	0.000340239310155529	-0.445215845364308	MRAP2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TMEM86A	-0.108174753826516	0.516069815132666	-0.55512361981287	1.08927744276381e-06	-0.44694886598635397	TMEM86A	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PROC	-0.410774266853069	0.409511699508916	-0.859587019266733	0.0296817381847466	-0.448812752413664	PROC	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TMEM98	0.829486736742383	6.3400066927435e-09	0.380270640601259	0.0159720297378239	-0.44921609614112407	TMEM98	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM37245	1.12553475092876	1.80667208471116e-06	0.675435358786083	0.00550658194251635	-0.45009939214267713	GM37245	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
A830011K09RIK	-0.57662882053899	0.212547919445932	-1.02673363247413	0.0119347885984978	-0.45010481193514007	A830011K09RIK	negative	True	True	False	False	False	False	False	False	False	False	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
LRRK1	-0.0695923033193257	0.780714220165487	-0.52136973933842	0.000581818545495668	-0.4517774360190943	LRRK1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM15441	0.0718819287334192	0.760391492203458	-0.381946896503623	0.012209813234603	-0.4538288252370422	GM15441	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
TXNIP	0.0715532854277599	0.762991494866636	-0.383009873073073	0.01232476561441	-0.4545631585008329	TXNIP	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KANK4OS	1.54279846084311	1.16604759691609e-13	1.08803832428579	3.292312894027e-07	-0.45476013655731995	KANK4OS	negative	True	True	True	True	True	False	False	True	False	True	False	False	WT-only bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
VGLL2	-1.09546542361361	0.0364384761144634	-1.5507701889777	0.00159255022681835	-0.4553047653640898	VGLL2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MT-ND3	0.0479376218547856	0.773962369860424	-0.407438048017888	4.40960466608923e-05	-0.45537566987267364	MT-ND3	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINB9	-0.0479402586141024	0.847014507262348	-0.503333108927746	0.000438265146786044	-0.45539285031364357	SERPINB9	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GLT8D2	-0.1492280520057	0.543474652706707	-0.604729109404323	0.000375820144423253	-0.455501057398623	GLT8D2	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM28154	1.02842548871227	1.58461541254102e-05	0.572174435679607	0.026717224718477	-0.4562510530326629	GM28154	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
VANGL2	0.31902872773047	0.0246709976625531	-0.137808299545949	0.420172820872576	-0.45683702727641895	VANGL2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM10356	-0.103496569078497	0.810393073207774	-0.56118633098751	0.0446197888269793	-0.457689761909013	GM10356	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
MRC1	0.80109582889966	0.00995473158988165	0.33913488285909	0.365800551339207	-0.46196094604057003	MRC1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MT-RNR1	0.0709244137942235	0.71778431489279	-0.391050325785462	0.00207206118942227	-0.4619747395796855	MT-RNR1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
AKR1C14	0.0426926622701229	0.857294330149291	-0.419918112444273	0.00214450967984079	-0.46261077471439593	AKR1C14	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MSTN	1.96568814224895	1.1385569422054e-17	1.50207941855611	7.02010450193309e-11	-0.4636087236928401	MSTN	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
STK17B	0.94363497795641	4.41291411743877e-09	0.479267094763361	0.00597613417926652	-0.46436788319304906	STK17B	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ELF4	0.660837442136374	0.00608664671435354	0.195889343466757	0.536165526165454	-0.46494809866961695	ELF4	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GRP	4.5650003211906	8.59003211081454e-20	4.09976670453528	8.69716209843891e-22	-0.46523361665532015	GRP	negative	True	True	True	True	True	True	True	False	False	False	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
MT-TY	0.0310246196619079	0.931775240048141	-0.434261583758355	0.0427597383895572	-0.4652862034202629	MT-TY	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CD300LD	0.684071071747114	0.026113043635974	0.217432274356437	0.585442654559622	-0.46663879739067704	CD300LD	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM15631	-0.265454189690286	0.584148576645767	-0.733896652502439	0.0324695988129472	-0.46844246281215296	GM15631	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
P2RY10B	-0.496183449296259	0.360347658501148	-0.964694247527871	0.0224520815787734	-0.468510798231612	P2RY10B	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KLK10	-0.38771395752748	0.514437488295862	-0.85628785048929	0.0483386917432694	-0.46857389296181	KLK10	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM8104	-0.764440910416221	0.0820460426675264	-1.23321325977629	0.00285796557830131	-0.46877234936006895	GM8104	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
RASAL1	0.930343082888875	0.0239005276421835	0.461434169374169	0.332890308599585	-0.46890891351470604	RASAL1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IRAG1	0.120180197789021	0.397203814373394	-0.349885164016338	0.00124195581462124	-0.470065361805359	IRAG1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PODNL1	1.96855868264061	1.44356375692593e-17	1.49781153376539	1.43753700324429e-10	-0.4707471488752202	PODNL1	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
PON3	0.0455660940805825	0.881276526630244	-0.426004945257972	0.0169328876390609	-0.4715710393385545	PON3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM19935	-0.187408214491422	0.380741280453078	-0.659235311021979	3.37698964033209e-05	-0.471827096530557	GM19935	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CPQ	0.128904973402435	0.530449222532553	-0.344282289474143	0.0267695312249394	-0.47318726287657803	CPQ	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
NHLH1	-0.689494296994323	0.301610805137663	-1.1629837963915	0.040162660263396	-0.473489499397177	NHLH1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SHB	0.446275907801108	0.00571443233844897	-0.0272263557367863	0.918561581033819	-0.47350226353789426	SHB	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ZG16	2.81568106015765	3.71130684938269e-26	2.34177321832998	3.05494458781085e-19	-0.4739078418276699	ZG16	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
FCER1A	1.07194993487324	0.0199756163925702	0.597948239108357	0.244475146478188	-0.47400169576488294	FCER1A	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MAP4K1	-0.0262304086429241	0.943482762464676	-0.500337244990706	0.0205490390364426	-0.4741068363477819	MAP4K1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TMEM30B	0.708114422732431	0.000225059079320828	0.233714015634976	0.324929013696387	-0.47440040709745496	TMEM30B	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM40552	-1.93011239340186	0.0454528041940781	-2.4047091274371	0.0175370838107042	-0.47459673403523994	GM40552	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MDH1B	-0.0115175319311587	0.970668695281289	-0.486868220759822	0.00467656235094679	-0.4753506888286633	MDH1B	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
2410004I01RIK	1.30150884828268	0.0357737282589122	0.82575446349406	0.227831800954738	-0.47575438478862	2410004I01RIK	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SPEER1C	8.93484903847775	9.43253463187045e-20	8.45743784075877	1.19135259205736e-17	-0.4774111977189808	SPEER1C	negative	True	True	True	True	True	True	True	False	False	False	False	False	shared WT/cKO bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
TUBA8	-0.220206351559261	0.331637592099575	-0.698264051422693	6.73579724506089e-05	-0.478057699863432	TUBA8	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
UCN	4.40829573201756	8.11290051535125e-33	3.92730857402449	1.45252886122332e-30	-0.48098715799307	UCN	negative	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
HOXA2	-0.15785663196671	0.742258808064274	-0.640349974306399	0.04326667785766	-0.482493342339689	HOXA2	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
CFAP141	0.726484967492952	0.0476381778640534	0.24385652616538	0.626624299316298	-0.482628441327572	CFAP141	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
