source_gene_symbol	source_symbol_norm	gene_id	source_mapping_status	n_source_gene_ids	source_log2fc_control	source_log2fc_cko	source_rss_shift	source_rss_sign	our_log2fc_wt	our_log2fc_cko	our_delta_cko_minus_wt	our_delta_sign	matched_our_tested_universe	source_padj_control	source_padj_cko	our_padj_wt	our_padj_cko	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_cko_only_bendpoint	present_wt_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table
H2-Q10	H2-Q10	ENSMUSG00000067235	unique_symbol	1	1.20097132008791	0.262348884148931	-0.938622435938979	negative	1.2198954809093	-0.693568625045602	-1.913464105954902	negative	True	0.00513164091281563	0.659892853457474	0.0435430294924837	0.249647617272651	True	False	False	False	False	False	False	True	False	False
H3C6	H3C6	ENSMUSG00000069273	unique_symbol	1	0.277980272072049	0.825227850927724	0.547247578855675	positive					False	0.663438339963269	0.0460747773924054			False	False	False	False	False	False	False	False	False	False
H3F3A	H3F3A	ENSMUSG00000060743	unique_symbol	1	0.237217693394811	-0.106509709666276	-0.343727403061087	negative	0.226046807707449	-0.0627860295287066	-0.2888328372361556	negative	True	0.00532184452072154	0.290486935418931	0.0151156646850325	0.585420333993127	True	False	False	False	False	False	False	True	False	False
H60B	H60B	ENSMUSG00000075297	unique_symbol	1	0.419873919113852	-0.11605423771566	-0.535928156829512	negative	-0.17240866503372	-0.384908901207754	-0.21250023617403402	negative	True	0.0421435283965922	0.658604359136504	0.59585331191087	0.131108662370489	False	False	False	False	False	False	False	True	False	False
HACD4	HACD4	ENSMUSG00000028497	unique_symbol	1	0.0353359674282715	-0.628838186799462	-0.6641741542277335	negative	0.20229151041347	-0.766666445655977	-0.968957956069447	negative	True	0.939120196391605	0.017507438194328	0.700871569990699	0.0546699153176764	False	False	False	False	False	False	False	True	False	False
HCAR2	HCAR2	ENSMUSG00000045502	unique_symbol	1	-0.27590452760632	-1.69320725808915	-1.41730273048283	negative	-0.244219311606173	-1.60869645240242	-1.364477140796247	negative	True	0.822057395574833	0.0294922501851097	0.827757036079269	0.0405090061006449	False	True	False	False	False	False	False	True	False	False
HCRTR2	HCRTR2	ENSMUSG00000032360	unique_symbol	1	-0.550090149860948	-0.24774932160247	0.30234082825847797	positive	-0.54349215466671	-0.268747438361656	0.274744716305054	positive	True	1.840142409628e-11	0.00603017074355545	1.5089773269499702e-09	0.0054722655238717	True	True	False	False	False	False	False	True	False	False
HEBP1	HEBP1	ENSMUSG00000042770	unique_symbol	1	-0.0275893557979146	-0.35365153502553	-0.3260621792276154	negative	-0.0221067437240797	-0.378989410849129	-0.3568826671250493	negative	True	0.851848240550924	1.54640941552388e-05	0.874729325729043	1.22436777318997e-05	False	True	False	False	False	False	False	True	False	False
HELZ2	HELZ2	ENSMUSG00000027580	unique_symbol	1	0.74900101897371	0.434218469805671	-0.31478254916803894	negative	0.791231481254202	0.478916209938242	-0.31231527131595993	negative	True	8.5769655337699e-06	0.017275856663118	4.89636674720061e-06	0.0087965479573127	True	True	False	False	False	False	False	True	False	False
HEPH	HEPH	ENSMUSG00000031209	unique_symbol	1	0.19185606153221	-0.40941344039283	-0.60126950192504	negative	0.300790765597072	-0.466905859531935	-0.7676966251290069	negative	True	0.448774394021372	0.0408402841095346	0.527763137528674	0.256648032706783	False	False	False	False	False	False	False	True	False	False
HFM1	HFM1	ENSMUSG00000043410	unique_symbol	1	-0.427060608620672	-0.124053209566438	0.303007399054234	positive	-0.396215605353084	-0.106185057508612	0.29003054784447196	positive	True	4.59090077434396e-06	0.291481677306655	0.0013253534774301	0.488072216793859	True	False	False	False	False	False	False	True	False	False
HMX3	HMX3	ENSMUSG00000040148	unique_symbol	1	8.58480504090827	7.39689044344255	-1.1879145974657197	negative	8.79730073964167	7.54829730201796	-1.2490034376237107	negative	True	2.34342854907712e-18	7.67157832219135e-14	2.1036100037777301e-19	1.56135885319848e-14	True	True	True	False	False	False	True	True	True	False
HNF4A	HNF4A	ENSMUSG00000017950	unique_symbol	1	1.78597844361469	0.853250244515833	-0.932728199098857	negative	2.43596981038613	0.917592679716675	-1.518377130669455	negative	True	3.8512540909554e-05	0.0442635678481962	0.0003401245246071	0.110155184906926	True	False	False	False	False	False	False	True	False	False
HNF4G	HNF4G	ENSMUSG00000017688	unique_symbol	1	-1.16005693210594	-0.488462179124143	0.6715947529817969	positive	-1.23798501070215	-0.409560233790487	0.8284247769116629	positive	True	3.97153186609221e-05	0.122629315185571	0.0002638762172692	0.283776537965332	True	False	False	False	False	False	False	True	False	False
HOXA11	HOXA11	ENSMUSG00000038210	unique_symbol	1	1.58901901125201	-0.705021702759962	-2.294040714011972	negative	1.64186637088744	-0.72987189307602	-2.3717382639634597	negative	True	0.0139698469811673	0.353987042593397	0.0036981906952677	0.24553606157388	True	False	False	False	False	False	False	True	False	False
HOXA11OS	HOXA11OS	ENSMUSG00000086427	unique_symbol	1	1.39290396709522	-0.714613311039799	-2.1075172781350187	negative					False	0.0106622021886195	0.23875487261147			False	False	False	False	False	False	False	False	False	False
HOXA2	HOXA2	ENSMUSG00000014704	unique_symbol	1	-0.15785663196671	-0.640349974306399	-0.482493342339689	negative	0.0197608374960084	-0.674816743964143	-0.6945775814601515	negative	True	0.742258808064274	0.04326667785766	0.975082075896037	0.0930612487227673	False	False	False	False	False	False	False	True	False	False
HOXC8	HOXC8	ENSMUSG00000001657	unique_symbol	1	-0.0981842259830586	-0.426854314331847	-0.3286700883487884	negative	-0.0961112043218493	-0.416118911154804	-0.32000770683295465	negative	True	0.466432977559017	5.47895215551612e-06	0.450994281755854	1.46217516275771e-05	False	True	False	False	False	False	False	True	False	False
HPGD	HPGD	ENSMUSG00000031613	unique_symbol	1	-0.231766609129206	-0.637450886538662	-0.405684277409456	negative	-0.195880971408767	-0.64123815748305	-0.445357186074283	negative	True	0.354798612736351	0.00105096708255384	0.460862472288077	0.0021424447715372	False	True	False	False	False	False	False	True	False	False
HPN	HPN	ENSMUSG00000001249	unique_symbol	1	-0.467209696934088	-0.806159049923942	-0.33894935298985407	negative	-0.354480724439157	-1.09669441466008	-0.7422136902209231	negative	True	0.226919643519162	0.0194354152725221	0.400092003674704	0.0019452193878258	False	True	False	False	False	False	False	True	False	False
HPSE	HPSE	ENSMUSG00000035273	unique_symbol	1	-0.427988291408283	-0.743401107391379	-0.315412815983096	negative	-0.394019924372719	-0.797743697683747	-0.403723773311028	negative	True	0.0254129084930699	1.62235056098665e-05	0.0354990464535491	1.68692009815732e-06	True	True	False	False	False	False	False	True	False	False
HRK	HRK	ENSMUSG00000046607	unique_symbol	1	-0.0781956317516024	-0.80318772882451	-0.7249920970729076	negative	0.0288616214250642	-0.949771933551371	-0.9786335549764352	negative	True	0.796355722265539	5.6457446126645e-06	0.938190579366721	3.1881309975313e-05	False	True	False	False	False	False	False	True	False	False
HS3ST3A1	HS3ST3A1	ENSMUSG00000047759	unique_symbol	1	-0.366182208907686	-0.805176930702424	-0.43899472179473803	negative	-0.289709949108232	-0.979240552527974	-0.689530603419742	negative	True	0.213117959801327	0.000771866474092343	0.48885032862231	0.0022264694397649	False	True	False	False	False	False	False	True	False	False
HSD11B2	HSD11B2	ENSMUSG00000031891	unique_symbol	1	1.06322888538676	-1.97581984302241	-3.03904872840917	negative	1.21003343014428	-1.94133508392274	-3.15136851406702	negative	True	0.177491776118057	0.00304468712677521	0.0866723330377438	0.0016371491641877	False	True	False	False	False	False	False	True	False	False
HSPB2	HSPB2	ENSMUSG00000038086	unique_symbol	1	0.0353387624460791	-0.385182929544735	-0.4205216919908141	negative	0.0801230697294791	-0.287006018389235	-0.3671290881187141	negative	True	0.889638478161351	0.00865004524633023	0.708794127609387	0.0780716932112586	False	False	False	False	False	False	False	True	False	False
HTR1A	HTR1A	ENSMUSG00000021721	unique_symbol	1	-0.0324886513980552	0.339749803188822	0.37223845458687715	positive	-0.0049436687296079	0.351272826621645	0.3562164953512529	positive	True	0.759762764134263	8.05920048481938e-08	0.965170665431607	1.52818861284812e-07	False	True	False	False	False	False	False	True	False	False
HTR2C	HTR2C	ENSMUSG00000041380	unique_symbol	1	-1.07441441040419	-0.387323883803038	0.687090526601152	positive	-1.27135554256338	-0.521590270506903	0.749765272056477	positive	True	0.00732204550026431	0.437387725464717	0.0016196674410911	0.242542988460121	True	False	False	False	False	False	False	True	False	False
HTRA4	HTRA4	ENSMUSG00000037406	unique_symbol	1	0.226934126283958	-0.502442109185174	-0.729376235469132	negative	0.353621692406354	-0.493264572613407	-0.846886265019761	negative	True	0.39917516857944	0.0193758652056621	0.133751627001029	0.0214104557421353	False	True	False	False	False	False	False	True	False	False
I830077J02RIK	I830077J02RIK	ENSMUSG00000074342	unique_symbol	1	0.946361360514314	-0.111357032085695	-1.0577183926000089	negative	0.886352812151745	-0.0466869519872939	-0.9330397641390389	negative	True	0.0149450400993269	0.853461344841787	0.0317154602755051	0.934715556958675	True	False	False	False	False	False	False	True	False	False
IBSP	IBSP	ENSMUSG00000029306	unique_symbol	1	-0.0953361545351979	-1.44322171102321	-1.3478855564880121	negative	-0.0554741988269473	-1.45180400413439	-1.3963298053074427	negative	True	0.919984689718277	0.00817650139018754	0.947672420487255	0.0073928858225641	False	True	False	False	False	False	False	True	False	False
ID1	ID1	ENSMUSG00000042745	unique_symbol	1	-0.18461576904468	-0.682853231922101	-0.498237462877421	negative	-0.159990644724059	-0.694040428043055	-0.534049783318996	negative	True	0.579993534906682	0.0037534853434871	0.589537312982828	0.0017193150377546	False	True	False	False	False	False	False	True	False	False
IFI204	IFI204	ENSMUSG00000073489	unique_symbol	1	0.952173812487753	0.372554103339355	-0.579619709148398	negative	0.941112462058834	0.373044786085221	-0.568067675973613	negative	True	0.0088740408342467	0.4043441973353	0.0042797334650418	0.328074532845495	True	False	False	False	False	False	False	True	False	False
IFITM2	IFITM2	ENSMUSG00000060591	unique_symbol	1	0.441714665118271	0.012661783986628	-0.429052881131643	negative	0.483665529406609	0.0530512972085487	-0.4306142321980603	negative	True	0.00271690107306842	0.959898066953499	0.00779156228886	0.833189535181572	True	False	False	False	False	False	False	True	False	False
IFITM3	IFITM3	ENSMUSG00000025492	unique_symbol	1	0.723700827607586	0.294891697628047	-0.428809129979539	negative	0.799258746799265	0.362030122888217	-0.437228623911048	negative	True	1.18461261785629e-05	0.128154028615818	4.8646069842314e-06	0.0629366268194265	True	False	False	False	False	False	False	True	False	False
IGF1	IGF1	ENSMUSG00000020053	unique_symbol	1	0.267740812756381	-1.22177942962151	-1.489520242377891	negative	0.290513674959447	-1.22226181923415	-1.512775494193597	negative	True	0.665331750688858	0.00326172121887949	0.588936094278169	0.0024897172965627	False	True	False	False	False	False	False	True	False	False
IGF1OS	IGF1OS	ENSMUSG00000058934	unique_symbol	1	0.255385107564725	-1.06978383630623	-1.3251689438709549	negative					False	0.623318979563671	0.00209579241290593			False	False	False	False	False	False	False	False	False	False
IGFBP2	IGFBP2	ENSMUSG00000039323	unique_symbol	1	-0.0373877391393696	-1.30138585387105	-1.2639981147316806	negative	-0.0483318695297364	-1.37163666738457	-1.3233047978548336	negative	True	0.972789211778574	0.041505602358549	0.960514861926488	0.0303850167883675	False	True	False	False	False	False	False	True	False	False
IGFBP4	IGFBP4	ENSMUSG00000017493	unique_symbol	1	0.34635126543373	-0.0881988275718263	-0.4345500930055563	negative	0.388296701744784	-0.0828362872771271	-0.4711329890219111	negative	True	0.00633892516638914	0.6115679540601	0.0040049078086591	0.633571630691174	True	False	False	False	False	False	False	True	False	False
IGFBP7	IGFBP7	ENSMUSG00000036256	unique_symbol	1	0.46371581199338	-0.06421098532834	-0.52792679732172	negative	0.506013533417804	-0.0476827325899093	-0.5536962660077133	negative	True	0.0409921544899163	0.852670452916043	0.0296776115674473	0.883651202414519	True	False	False	False	False	False	False	True	False	False
IGFBPL1	IGFBPL1	ENSMUSG00000035551	unique_symbol	1	1.0487612329552	1.874342510443	0.8255812774878	positive	1.31435145347499	2.02240724554836	0.7080557920733701	positive	True	0.0245280420280603	2.42157343259582e-05	0.0040901653165547	8.34044294014704e-06	True	True	False	False	False	False	False	True	False	False
IGHV1-39	IGHV1-39	ENSMUSG00000095130	unique_symbol	1	-4.90898945773134	1.03264972050344	5.94163917823478	positive	-4.72398076791362	1.26021898702082	5.98419975493444	positive	True	0.00475778756517321	0.596549516998583	0.0093417807990424	0.495771578748065	True	False	False	False	False	False	False	True	False	False
IGHV1-76	IGHV1-76	ENSMUSG00000093896	unique_symbol	1	3.90632406503138	2.21264262007781	-1.6936814449535698	negative	4.04206966773635	2.76230872806492	-1.2797609396714305	negative	True	0.0474913875008802	0.291137912630198	0.0279264013258685	0.12957623766557	True	False	False	False	False	False	False	True	False	False
IGHV10-3	IGHV10-3	ENSMUSG00000095700	unique_symbol	1	0.332412188222127	6.04297662277961	5.710564434557482	positive	0.609187217501602	5.24452017666159	4.635332959159988	positive	True	0.906198015100906	0.00113000163851999	0.800017256793586	0.0063458428070347	False	True	False	False	False	False	False	True	False	False
IGKV10-94	IGKV10-94	ENSMUSG00000096490	unique_symbol	1	3.68279721431171	0.515859691381413	-3.166937522930297	negative	2.24669225188821	0.80003747446077	-1.4466547774274403	negative	True	0.0207241721850955	0.820684840955151	0.231673161374075	0.707537613204704	False	False	False	False	False	False	False	True	False	False
IGKV12-41	IGKV12-41	ENSMUSG00000095007	unique_symbol	1	1.68485302121492	4.25290290095966	2.5680498797447404	positive	2.09543767006961	4.43560718339848	2.3401695133288696	positive	True	0.354279742586979	0.0190211735317706	0.161265896670621	0.005768768760663	False	True	False	False	False	False	False	True	False	False
IGKV14-100	IGKV14-100	ENSMUSG00000096515	unique_symbol	1	6.88675337071533	4.74999961846892	-2.1367537522464097	negative	6.41530787288594	4.9373428350356	-1.47796503785034	negative	True	0.0372203203124119	0.156899517408023	0.0378058493412407	0.104220462430661	True	False	False	False	False	False	False	True	False	False
IGKV6-14	IGKV6-14	ENSMUSG00000096844	unique_symbol	1	-1.90436772718729	4.15794843491734	6.062316162104629	positive	-1.30499705174848	4.23625584618751	5.5412528979359905	positive	True	0.209225212786181	0.00947356526872041	0.368529895896975	0.0066012596713348	False	True	False	False	False	False	False	True	False	False
IGSF1	IGSF1	ENSMUSG00000031111	unique_symbol	1	0.278613680997199	-1.61565762087769	-1.8942713018748891	negative	0.36107802234746	-1.61155661723103	-1.97263463957849	negative	True	0.754372826185885	0.00296511133415622	0.637732688490892	0.0024351249220981	False	True	False	False	False	False	False	True	False	False
IL17F	IL17F	ENSMUSG00000041872	unique_symbol	1	1.53089187600109	2.8018299386101	1.27093806260901	positive					False	0.0952713383552174	0.00455002644868967			False	False	False	False	False	False	False	False	False	False
IL17RA	IL17RA	ENSMUSG00000002897	unique_symbol	1	1.3303987728923	0.70184995123301	-0.6285488216592899	negative	1.36007044182581	0.702679815616678	-0.657390626209132	negative	True	1.90215678198657e-06	0.0224666196779454	8.8958296955335e-08	0.010044796526837	True	True	False	False	False	False	False	True	False	False
IL17RE	IL17RE	ENSMUSG00000043088	unique_symbol	1	-1.01063903662809	-1.42212167901566	-0.41148264238756993	negative	-1.08299911334935	-1.44486256331588	-0.3618634499665301	negative	True	0.000413513639518383	9.08598404626675e-08	0.0006140753777881	6.5973065099572e-07	True	True	False	False	False	False	False	True	False	False
IL1RL1	IL1RL1	ENSMUSG00000026069	unique_symbol	1	0.90870858955913	0.578593444858307	-0.33011514470082304	negative	1.06277316251927	0.709253043437973	-0.353520119081297	negative	True	0.00100391502652237	0.0538812253704253	9.28094758617017e-05	0.0131234326216777	True	True	False	False	False	False	False	True	False	False
IL21	IL21	ENSMUSG00000027718	unique_symbol	1	0.516733252453686	1.31500601527867	0.798272762824984	positive					False	0.185478077309546	6.87865151393968e-05			False	False	False	False	False	False	False	False	False	False
IL22RA2	IL22RA2	ENSMUSG00000039760	unique_symbol	1	-0.97525221852495	-1.35347201455006	-0.37821979602511	negative	-1.01178526522055	-1.02296115237042	-0.011175887149870167	negative	True	0.0074007334578963	9.00148629064476e-05	0.0136142038354227	0.0100795073532581	True	True	False	False	False	False	False	True	False	False
IL23A	IL23A	ENSMUSG00000025383	unique_symbol	1	-0.425971205792493	1.53193531218342	1.957906517975913	positive					False	0.626090904336548	0.0274961769776646			False	False	False	False	False	False	False	False	False	False
IL24	IL24	ENSMUSG00000026420	unique_symbol	1	3.50072183495985	4.79000152144402	1.2892796864841696	positive					False	0.000314602140999633	2.00053294879796e-05			False	False	False	False	False	False	False	False	False	False
IL6	IL6	ENSMUSG00000025746	unique_symbol	1	3.31743510142868	4.29974811862375	0.9823130171950702	positive	3.40316593389207	4.38540533326156	0.9822393993694902	positive	True	2.42080214354895e-41	2.95683479588147e-42	2.99638306593586e-47	1.53608811767856e-46	True	True	True	True	True	False	False	True	True	False
INHBA	INHBA	ENSMUSG00000041324	unique_symbol	1	1.77351130036762	0.55690018344645	-1.21661111692117	negative	1.81216714193041	0.584578571182434	-1.227588570747976	negative	True	2.70869283905716e-10	0.0890486452814462	1.3292003443986501e-09	0.0845435499948517	True	False	False	False	False	False	False	True	False	False
INMT	INMT	ENSMUSG00000003477	unique_symbol	1	0.966023848514489	0.215506780763618	-0.750517067750871	negative	0.961876295865921	0.256279904679025	-0.7055963911868961	negative	True	0.00105976630543681	0.60094841110887	0.0003971506694469	0.446352646784636	True	False	False	False	False	False	False	True	False	False
INSM2	INSM2	ENSMUSG00000045440	unique_symbol	1	-0.497720458107405	-0.189516439432171	0.308204018675234	positive	-0.512852132764532	-0.183156957297771	0.32969517546676097	positive	True	2.18011663002377e-08	0.066790749878289	3.17622736673774e-07	0.112757363870023	True	False	False	False	False	False	False	True	False	False
IRAG1	IRAG1	ENSMUSG00000005611	unique_symbol	1	0.120180197789021	-0.349885164016338	-0.470065361805359	negative	0.158649764692378	-0.320790526321372	-0.47944029101374996	negative	True	0.397203814373394	0.00124195581462124	0.256504386018933	0.0072362969070432	False	True	False	False	False	False	False	True	False	False
IRX3OS	IRX3OS	ENSMUSG00000046413	unique_symbol	1	0.398483665443634	-0.0200237622007164	-0.4185074276443504	negative	-0.0275279206031239	-0.78243299307026	-0.7549050724671361	negative	True	0.0319573096330888	0.947369637566106	0.970192689258472	0.109632634923594	False	False	False	False	False	False	False	True	False	False
IRX5	IRX5	ENSMUSG00000031737	unique_symbol	1	1.50455918441263	-1.08803991064696	-2.5925990950595903	negative	1.48827884133979	-1.0468708679967	-2.53514970933649	negative	True	0.0316186023098988	0.152923221820108	0.0540906005987859	0.217593079883642	False	False	False	False	False	False	False	True	False	False
ITGA10	ITGA10	ENSMUSG00000090210	unique_symbol	1	0.288106887663193	-1.32878440434209	-1.616891292005283	negative	0.165647013373053	-1.37646863412038	-1.542115647493433	negative	True	0.768556322883691	0.038963649662867	0.850165772220064	0.0205302441753053	False	True	False	False	False	False	False	True	False	False
ITGA11	ITGA11	ENSMUSG00000032243	unique_symbol	1	-0.224358115098668	-0.773788589977122	-0.549430474878454	negative	-0.248334461295888	-0.823323805083348	-0.57498934378746	negative	True	0.275269553132428	8.63694185996616e-07	0.252170033012722	1.9850223516741e-06	False	True	False	False	False	False	False	True	False	False
ITGA5	ITGA5	ENSMUSG00000000555	unique_symbol	1	0.589313346358832	-0.0270086164092919	-0.6163219627681239	negative	0.613347536848772	-0.0295074920854687	-0.6428550289342406	negative	True	0.0107661543992376	0.943227298452055	0.0104850580504385	0.931977803968664	True	False	False	False	False	False	False	True	False	False
ITGB5	ITGB5	ENSMUSG00000022817	unique_symbol	1	0.168606499131374	-0.367686114643206	-0.53629261377458	negative	0.179592444533982	-0.365376770814359	-0.544969215348341	negative	True	0.362334110488266	0.0143183605220515	0.317004899308168	0.0177420050221059	False	True	False	False	False	False	False	True	False	False
ITIH3	ITIH3	ENSMUSG00000006522	unique_symbol	1	1.2093209989039	1.55329500711712	0.3439740082132201	positive	1.274568330941	1.53569198149733	0.2611236505563299	positive	True	1.38325323467499e-07	8.65663672723586e-12	8.36149814769624e-07	3.15872517745298e-09	True	True	False	False	False	False	False	True	False	False
ITM2A	ITM2A	ENSMUSG00000031239	unique_symbol	1	0.0340404810857729	-0.325325360684383	-0.3593658417701559	negative	0.052643723838932	-0.329603376379665	-0.38224710021859704	negative	True	0.882202488796769	0.01630318662591	0.792502824640616	0.0193865744038677	False	True	False	False	False	False	False	True	False	False
JCAD	JCAD	ENSMUSG00000033960	unique_symbol	1	0.448092703618645	0.022872956345453	-0.425219747273192	negative	0.46130709869398	0.034718532287517	-0.42658856640646303	negative	True	0.0147113203730999	0.938989755632807	0.0049463895157755	0.884455492400679	True	False	False	False	False	False	False	True	False	False
KANK4OS	KANK4OS	ENSMUSG00000085843	unique_symbol	1	1.54279846084311	1.08803832428579	-0.45476013655731995	negative	1.81592797981766	1.11023965746511	-0.7056883223525499	negative	True	1.16604759691609e-13	3.292312894027e-07	5.9449817397325e-17	3.29977947890728e-07	True	True	True	False	False	False	True	True	False	False
KBTBD12	KBTBD12	ENSMUSG00000033182	unique_symbol	1	0.614386571121354	0.27421248379202	-0.34017408732933396	negative	0.154403602689368	-0.144899909057056	-0.299303511746424	negative	True	0.00571443233844897	0.291980090286804	0.650182907314833	0.641114376355507	False	False	False	False	False	False	False	True	False	False
KCNA10	KCNA10	ENSMUSG00000042861	unique_symbol	1	-0.960574688534408	-0.5384864669433	0.4220882215911079	positive	-1.1393778730053	-0.434553227462129	0.7048246455431709	positive	True	0.0135055254149466	0.205722028179109	0.0201109143688917	0.423561687313448	True	False	False	False	False	False	False	True	False	False
KCND3	KCND3	ENSMUSG00000040896	unique_symbol	1	-0.331802428113836	-0.0102739393924739	0.3215284887213621	positive	-0.336838815503079	-0.0059112686211916	0.33092754688188736	positive	True	0.00314557049548055	0.957226464216453	0.0052690473619163	0.974245050074584	True	False	False	False	False	False	False	True	False	False
KCND3OS	KCND3OS	ENSMUSG00000074346	unique_symbol	1	-0.374011638981281	-0.0343293616155501	0.33968227736573087	positive	-0.105182072632494	-0.274499825551578	-0.16931775291908396	negative	True	0.0054301166121258	0.875714289251598	0.777524547425046	0.380946227599847	False	False	False	False	False	False	False	False	False	False
KCNG2	KCNG2	ENSMUSG00000059852	unique_symbol	1	-0.47502014853154	-0.100103022937047	0.37491712559449303	positive	-0.485011383608807	-0.0940526449618732	0.3909587386469338	positive	True	1.32362107637619e-06	0.455646485174962	4.96529259268802e-06	0.496782195477546	True	False	False	False	False	False	False	True	False	False
KCNH4	KCNH4	ENSMUSG00000035355	unique_symbol	1	2.03834640013756	2.35476893882619	0.3164225386886299	positive	2.35930800560957	2.58781898550678	0.22851097989721003	positive	True	2.88809917802338e-08	3.34516899579354e-09	3.02319180758046e-10	3.39430437435241e-10	True	True	False	False	False	False	False	True	False	False
KCNJ14	KCNJ14	ENSMUSG00000058743	unique_symbol	1	-0.0187805972511756	-0.570953688703861	-0.5521730914526853	negative	-0.0295218604803306	-0.772810832662182	-0.7432889721818514	negative	True	0.944709602127628	0.00010168180324586	0.916557815420284	8.24485097948464e-06	False	True	False	False	False	False	False	True	False	False
KCNK13	KCNK13	ENSMUSG00000045404	unique_symbol	1	0.0531639289785157	0.35504617946693	0.3018822504884143	positive	0.11370377907263	0.364755779011472	0.251051999938842	positive	True	0.707276680515381	7.52761433172646e-05	0.358812396441989	0.0002666923591203	False	True	False	False	False	False	False	True	False	False
KCNK16	KCNK16	ENSMUSG00000023387	unique_symbol	1	2.37123525607778	2.82437514916805	0.45313989309027036	positive	2.35975810452752	2.90286558377865	0.5431074792511299	positive	True	2.98195622568089e-44	1.83167734058288e-56	1.15396921735114e-36	3.51906760909296e-46	True	True	True	True	True	False	False	True	True	False
KCNV2	KCNV2	ENSMUSG00000047298	unique_symbol	1	-0.51169019964581	-1.07013660627968	-0.55844640663387	negative					False	0.399303577536144	0.0356778455194782			False	False	False	False	False	False	False	False	False	False
KCTD12	KCTD12	ENSMUSG00000098557	unique_symbol	1	0.725096206069693	-0.309714454356299	-1.0348106604259921	negative	0.756969818856591	-0.316141747376611	-1.073111566233202	negative	True	0.00738270049229452	0.340675410816056	0.0053486919819993	0.314270635098824	True	False	False	False	False	False	False	True	False	False
KIF19B	KIF19B	ENSMUSG00000106350	unique_symbol	1	1.52402376991837	2.17057650602648	0.6465527361081098	positive	1.59483592317919	2.21357804507891	0.61874212189972	positive	True	9.774749952801e-39	8.98365270473659e-74	2.95144008053461e-35	9.588017445617149e-62	True	True	True	True	True	False	False	True	True	False
KIF6	KIF6	ENSMUSG00000023999	unique_symbol	1	-0.0251557323116899	-0.640291125244504	-0.6151353929328142	negative	-0.0603678095882694	-0.239340144971807	-0.1789723353835376	negative	True	0.951630360310016	0.00565085021321403	0.920523330770827	0.622947147669778	False	False	False	False	False	False	False	True	False	False
KIRREL3OS	KIRREL3OS	ENSMUSG00000053889	unique_symbol	1	0.230381791465244	0.668003179448384	0.43762138798314004	positive	0.243559607898647	0.69951768486647	0.45595807696782303	positive	True	0.352369066496969	0.000508606836782327	0.308408780667071	0.0003647692516778	False	True	False	False	False	False	False	True	False	False
KL	KL	ENSMUSG00000058488	unique_symbol	1	-0.479019213220646	-1.08438780591082	-0.6053685926901741	negative	-0.452312071653249	-1.13446074414414	-0.6821486724908912	negative	True	0.316382472454079	0.00487821072768119	0.278815376156614	0.0010089516954008	False	True	False	False	False	False	False	True	False	False
KLF12	KLF12	ENSMUSG00000072294	unique_symbol	1	0.36841854376836	-0.031377060684285	-0.39979560445264495	negative	0.435032353064352	-0.0548035630144701	-0.4898359160788221	negative	True	4.59127826473144e-05	0.834475426080303	8.24414955883736e-06	0.680645920913887	True	False	False	False	False	False	False	True	False	False
KLHL31	KLHL31	ENSMUSG00000044938	unique_symbol	1	0.484739991070221	-3.84588390377258	-4.330623894842801	negative	0.481172036251509	-3.89890467261168	-4.380076708863189	negative	True	0.874978773352533	0.0423397709973701	0.876351818450378	0.0752910026223002	False	False	False	False	False	False	False	True	False	False
KLK1	KLK1	ENSMUSG00000063903	unique_symbol	1	-0.215189676351349	-1.67035345893754	-1.455163782586191	negative	-0.118559269250828	-1.76497252259715	-1.646413253346322	negative	True	0.860990770462925	0.0181549753109585	0.920990890231579	0.0189754448653499	False	True	False	False	False	False	False	True	False	False
KLK10	KLK10	ENSMUSG00000030693	unique_symbol	1	-0.38771395752748	-0.85628785048929	-0.46857389296181	negative	-0.394742552739189	-0.997793782589566	-0.603051229850377	negative	True	0.514437488295862	0.0483386917432694	0.498845873420575	0.0281955761956324	False	True	False	False	False	False	False	True	False	False
KLK5	KLK5	ENSMUSG00000074155	unique_symbol	1	-0.699327261574896	-0.244628552805235	0.454698708769661	positive	-0.677857791101348	-0.278672500143844	0.39918529095750405	positive	True	1.61241189516299e-08	0.0934451143865249	5.81285584535687e-06	0.0983748360047807	True	False	False	False	False	False	False	True	False	False
KLK7	KLK7	ENSMUSG00000030713	unique_symbol	1	3.73723746410189	3.22272887237921	-0.5145085917226804	negative	3.8856403243945	3.30926208419264	-0.5763782402018602	negative	True	3.30783245906583e-07	2.07267753662345e-06	2.92522241607358e-05	9.44314445973843e-05	True	True	False	False	False	False	False	True	False	False
KLRB1	KLRB1	ENSMUSG00000079299	unique_symbol	1	1.24299247817729	0.670002511147892	-0.5729899670293981	negative					False	0.0346590715367725	0.292306465698327			False	False	False	False	False	False	False	False	False	False
KPNA2-PS	KPNA2-PS	ENSMUSG00000083672	unique_symbol	1	0.167738348261644	0.809989851864934	0.64225150360329	positive	0.198718057715362	1.14913991508228	0.9504218573669181	positive	True	0.767508202290074	0.0256842080411157	0.630437413580948	8.24549459265293e-05	False	True	False	False	False	False	False	True	False	False
